dish_id,calories,mass,fat,carb,protein,calorie_category,protein_density,fat_cal_pct,carb_cal_pct,protein_cal_pct
dish_1566417398,56.892494,46.0,5.357862,2.088042,0.792647,Sangat Rendah (<100 kkal),0.01723145652173913,84.75767998499063,14.680614985871424,5.57294605506308
dish_1561739238,274.190002,257.0,9.785,37.556999,9.465,Rendah (100-300 kkal),0.036828793774319066,32.11823894293563,54.78974247937749,13.807943296196482
dish_1562611680,326.888977,256.0,19.411798,24.775015,16.028036,Sedang (300-600 kkal),0.062609515625,53.445112650586566,30.316121672099083,19.612819186619436
dish_1568144828,76.748177,152.0,4.168533,10.369692,1.329856,Sangat Rendah (<100 kkal),0.008749052631578947,48.88298128566623,54.04528110159542,6.931010231031285
dish_1550708440,37.5,75.0,0.075,9.75,0.375,Sangat Rendah (<100 kkal),0.005,1.7999999999999998,104.0,4.0
dish_1551307090,171.550003,52.0,11.686,11.48,6.152,Rendah (100-300 kkal),0.11830769230769231,61.308072375842514,26.767705739999315,14.344505724083255
dish_1564432238,455.387939,315.0,23.15468,34.854778,28.074873,Sedang (300-600 kkal),0.08912658095238095,45.761449119099304,30.61545993206465,24.660181437084567
dish_1563468327,351.886047,483.0,9.768622,57.495316,12.099887,Sedang (300-600 kkal),0.025051525879917186,24.984678633762364,65.3567443098987,13.754324279871206
dish_1562862493,198.320007,134.0,14.74,2.144,13.400001,Rendah (100-300 kkal),0.10000000746268656,66.89188953084295,4.324324171690858,27.027028090010102
dish_1558549008,20.700001,115.0,0.23,4.485,1.035,Sangat Rendah (<100 kkal),0.009,9.999999516908236,86.66666247987138,19.999999033816472
dish_1560453174,329.716248,256.0,18.145134,10.521854,32.1376,Sedang (300-600 kkal),0.1255375,49.529317099350216,12.764738242441725,38.9881908397793
dish_1551226363,17.15,49.0,0.196,3.43,1.176,Sangat Rendah (<100 kkal),0.023999999999999997,10.285714285714286,80.00000000000001,27.42857142857143
dish_1562691032,419.681702,415.0,22.039829,39.058826,17.94734,Sedang (300-600 kkal),0.043246602409638554,47.264024153237926,37.22709454700029,17.105668333378997
dish_1551374440,48.059998,54.0,0.162,12.42,0.594,Sangat Rendah (<100 kkal),0.011,3.0337079914152305,103.37079081859304,4.9438204304544495
dish_1563824250,17.200001,43.0,0.043,3.87,0.473,Sangat Rendah (<100 kkal),0.011,2.2499998691860537,89.99999476744217,10.999999360465154
dish_1560543755,257.924927,264.0,8.887804,27.355255,17.404505,Rendah (100-300 kkal),0.06592615530303031,31.01299162139532,42.42359250527189,26.991582709646362
dish_1558549773,2.3,10.0,0.04,0.36,0.29,Sangat Rendah (<100 kkal),0.028999999999999998,15.65217391304348,62.60869565217392,50.43478260869565
dish_1563822597,59.400002,176.0,2.170667,7.626667,4.106667,Sangat Rendah (<100 kkal),0.023333335227272725,32.888892832023814,51.3580252068005,27.65432230120127
dish_1551492561,357.932007,159.0,28.653,7.446,18.050001,Sedang (300-600 kkal),0.11352201886792454,72.04636493992001,8.321133460411659,20.171429933059887
dish_1566920365,490.421692,871.0,5.324439,41.393566,60.675976,Sedang (300-600 kkal),0.06966242939150402,9.77117280530079,33.76161101780954,49.48881910386623
dish_1563984242,402.117035,753.0,3.30239,36.819611,49.407761,Sedang (300-600 kkal),0.06561455644090305,7.391258617034217,36.6257659290659,49.14764280006193
dish_1551237016,92.5,37.0,5.55,0.0,9.62,Sangat Rendah (<100 kkal),0.25999999999999995,53.99999999999999,0.0,41.6
dish_1551489812,74.75,65.0,6.955,4.095,0.52,Sangat Rendah (<100 kkal),0.008,83.73913043478261,21.913043478260867,2.782608695652174
dish_1558459276,102.699997,79.0,0.237,22.120001,2.133,Rendah (100-300 kkal),0.027,2.0769231375926913,86.1538525653511,8.307692550370765
dish_1560974707,55.025124,60.0,2.003546,7.088692,2.992605,Sangat Rendah (<100 kkal),0.049876750000000004,32.77032869567,51.530584465379846,21.75446256150191
dish_1564686855,1030.160645,435.0,52.116467,85.930336,56.845505,Sangat Tinggi (>1000 kkal),0.13067932183908046,45.53155910940473,33.36580034078083,22.07248171473295
dish_1565119669,55.965,229.0,1.0305,10.842,3.2725,Sangat Rendah (<100 kkal),0.014290393013100436,16.57196462074511,77.49128919860627,23.38961851156973
dish_1566417516,385.402527,425.0,36.516472,23.505039,33.699574,Sedang (300-600 kkal),0.07929311529411764,85.27402520118919,24.395313837680156,34.97597616945568
dish_1558724031,358.710999,303.0,25.801001,25.789999,14.067,Sedang (300-600 kkal),0.046425742574257425,64.73428739217444,28.758526024455694,15.686165229631
dish_1551494178,369.660004,230.0,14.521,36.071999,26.472002,Sedang (300-600 kkal),0.11509566086956521,35.353838279999586,39.03262306949496,28.644702389820893
dish_1551233434,27.23,104.0,0.292,5.182,2.334,Sangat Rendah (<100 kkal),0.022442307692307692,9.651120088138082,76.12192434814543,34.285714285714285
dish_1551390304,39.650002,65.0,0.325,9.75,0.715,Sangat Rendah (<100 kkal),0.011,7.37704880821948,98.36065077625973,7.213114390259047
dish_1558637393,739.968018,128.0,63.360001,29.056,28.672001,Tinggi (600-1000 kkal),0.2240000078125,77.06279124620221,15.706624769288341,15.499048771051074
dish_1563393217,49.230003,228.0,0.467667,9.802668,2.865667,Sangat Rendah (<100 kkal),0.012568714912280702,8.549670411354636,79.64791714516043,23.283906767180166
dish_1562789268,569.511536,350.0,22.733551,64.756828,32.585655,Sedang (300-600 kkal),0.09310187142857143,35.92586735591603,45.482364381816495,22.886739207333637
dish_1563998323,634.505066,574.0,32.486301,35.302532,52.964516,Tinggi (600-1000 kkal),0.09227267595818815,46.079491664767886,22.255161631759137,33.38949921008196
dish_1568144803,66.128174,93.0,4.050533,8.068691,0.798856,Sangat Rendah (<100 kkal),0.008589849462365592,55.12748166915965,48.806374118238914,4.832167299825941
dish_1551487158,94.299995,82.0,8.774,5.166,0.656,Sangat Rendah (<100 kkal),0.008,83.73913487482157,21.913044640140228,2.7826088431924094
dish_1559700851,61.089886,54.0,5.827236,1.897059,1.151647,Sangat Rendah (<100 kkal),0.0213267962962963,85.8491109313905,12.421427664801994,7.540672117148819
dish_1561997365,98.951996,168.0,0.672,6.048,16.800001,Sangat Rendah (<100 kkal),0.10000000595238097,6.112054576443309,24.448218305773235,67.91172155840091
dish_1551395233,139.410004,113.0,2.094,5.964,24.362,Rendah (100-300 kkal),0.21559292035398228,13.51839857920096,17.11211485224547,69.90029209094637
dish_1561492204,488.636322,334.0,15.686282,49.120712,37.193401,Sedang (300-600 kkal),0.1113574880239521,28.8919451223276,40.21044673793202,30.446693645504315
dish_1567613057,406.68631,749.0,4.968488,45.862511,40.6982,Sedang (300-600 kkal),0.05433671562082777,10.995302989176105,45.10848766952593,40.02908285749771
dish_1563996485,178.039185,201.0,11.607642,16.567097,4.172902,Rendah (100-300 kkal),0.02076070646766169,58.6774074482536,37.2212375607089,9.375243994741943
dish_1550775393,402.750031,166.0,30.093002,28.189999,12.973,Sedang (300-600 kkal),0.07815060240963856,67.24692666752397,27.997513921979067,12.884418623421535
dish_1564761488,327.986023,336.0,8.358,40.558998,21.735001,Sedang (300-600 kkal),0.06468750297619048,22.934513889331196,49.46430049551228,26.507228327836398
dish_1551376970,125.389999,184.0,1.204,29.699999,2.723,Rendah (100-300 kkal),0.01479891304347826,8.64183753602231,94.74439504541347,8.6864981951232
dish_1559239151,9.2,40.0,0.16,1.44,1.16,Sangat Rendah (<100 kkal),0.028999999999999998,15.65217391304348,62.60869565217392,50.43478260869565
dish_1559678330,169.694122,150.0,16.186766,5.269608,3.199019,Rendah (100-300 kkal),0.021326793333333333,85.84911031862377,12.421427302001657,7.5406713262584315
dish_1563998210,148.089218,91.0,4.958992,2.163187,22.614895,Rendah (100-300 kkal),0.2485153296703297,30.13786459457164,5.842929091569652,61.084514606593444
dish_1565033110,47.599998,147.0,0.588,9.355,3.418,Sangat Rendah (<100 kkal),0.02325170068027211,11.117647525951577,78.61344868123734,28.72269028246598
dish_1564428444,157.001038,277.0,10.32739,14.948835,4.712034,Rendah (100-300 kkal),0.017010953068592058,59.20120731940638,38.08595201771851,12.005102794288533
dish_1558459115,271.540009,298.0,10.487999,43.459003,6.616,Rendah (100-300 kkal),0.022201342281879193,34.76172492871944,64.01856309874395,9.74589346794932
dish_1564082178,549.203613,348.0,15.769115,9.967051,86.590042,Sedang (300-600 kkal),0.24882195977011493,25.841424134986525,7.259275623155814,63.065893923753194
dish_1550707756,87.5,35.0,5.25,0.0,9.099999,Sangat Rendah (<100 kkal),0.25999997142857145,54.0,0.0,41.59999542857143
dish_1558723777,74.360001,143.0,0.286,20.02,0.429,Sangat Rendah (<100 kkal),0.003,3.46153841498738,107.69230624405184,2.3076922766582535
dish_1558721757,768.873047,133.0,65.834999,30.191,29.792002,Tinggi (600-1000 kkal),0.22400001503759398,77.06278602324318,15.706624191236603,15.499048700558754
dish_1551227216,5.28,24.0,0.072,0.792,0.744,Sangat Rendah (<100 kkal),0.031,12.27272727272727,60.0,56.36363636363636
dish_1564777960,331.007507,147.0,16.715342,16.270294,26.4312,Sedang (300-600 kkal),0.17980408163265307,45.44853963085495,19.661540787955605,31.940302791984713
dish_1551492702,28.5,114.0,0.342,5.7,2.052,Sangat Rendah (<100 kkal),0.018000000000000002,10.8,80.0,28.800000000000004
dish_1563378110,348.823059,405.0,11.770057,31.482302,26.479719,Sedang (300-600 kkal),0.06538202222222222,30.367978912770212,36.10117070844219,30.36464283744499
dish_1558376306,372.167999,108.0,29.484001,4.536,20.844,Sedang (300-600 kkal),0.193,71.3000606481483,4.875217656744313,22.40278589884887
dish_1558114086,74.360001,143.0,0.286,0.429,20.02,Sangat Rendah (<100 kkal),0.13999999999999999,3.46153841498738,2.3076922766582535,107.69230624405184
dish_1550771267,20.299999,58.0,0.232,4.06,1.392,Sangat Rendah (<100 kkal),0.023999999999999997,10.285714792399745,80.00000394088688,27.428572779732647
dish_1551390215,15.05,43.0,0.172,3.01,1.032,Sangat Rendah (<100 kkal),0.024,10.285714285714285,80.0,27.42857142857143
dish_1558720236,887.823059,407.0,66.440002,60.460999,31.913002,Tinggi (600-1000 kkal),0.07841032432432432,67.35126013436876,27.240112041289077,14.378091074113453
dish_1563468269,129.01001,302.0,0.56,32.762001,1.768,Rendah (100-300 kkal),0.0058543046357615895,3.9066735984285264,101.5797177288801,5.481745176207645
dish_1558380557,699.320068,212.0,54.440002,24.960001,32.732002,Tinggi (600-1000 kkal),0.15439623584905662,70.06234204049754,14.276725146117213,18.722186591104663
dish_1562873028,280.3414,320.0,16.123878,34.232201,20.963665,Rendah (100-300 kkal),0.065511453125,51.76363605232762,48.84358999419993,29.911622043693864
dish_1551565884,25.08,44.0,0.132,6.16,0.308,Sangat Rendah (<100 kkal),0.007,4.736842105263158,98.24561403508773,4.912280701754386
dish_1558637769,80.079994,154.0,0.308,21.559999,0.462,Sangat Rendah (<100 kkal),0.003,3.4615387208945094,107.69231076615715,2.30769248059634
dish_1564415022,69.159996,133.0,0.266,0.931,13.3,Sangat Rendah (<100 kkal),0.1,3.4615386617431265,5.384615696044864,76.92308137206948
dish_1558724959,581.441956,426.0,36.466,57.004002,21.298,Sedang (300-600 kkal),0.04999530516431924,56.444843137532374,39.21560968331635,14.651849444452541
dish_1551391034,48.959999,72.0,1.008,8.639999,1.728,Sangat Rendah (<100 kkal),0.024,18.529412143166095,70.58822856593603,14.11764734717417
dish_1558115867,132.962997,23.0,11.385,5.221,5.152,Rendah (100-300 kkal),0.224,77.06279364325701,15.70662550574127,15.499048957207245
dish_1551391302,26.860001,79.0,0.158,6.32,0.632,Sangat Rendah (<100 kkal),0.008,5.294117449958398,94.11764355481596,9.411764355481594
dish_1551222877,104.639999,48.0,1.392,21.599998,2.88,Rendah (100-300 kkal),0.06,11.972477178636057,82.56880048326452,11.009174417136606
dish_1561580370,126.795876,124.0,4.96353,16.20141,5.41,Rendah (100-300 kkal),0.04362903225806452,35.2312483727783,51.110211186994746,17.066801131607782
dish_1551223114,124.5,100.0,1.576,25.859999,3.936,Rendah (100-300 kkal),0.03936,11.39277108433735,83.08433413654618,12.64578313253012
dish_1562618000,685.993896,448.0,36.103981,30.821442,59.159676,Tinggi (600-1000 kkal),0.1320528482142857,47.36716039234261,17.97184621013013,34.49574484260426
dish_1561061658,226.000137,227.0,12.284481,24.678637,8.949248,Rendah (100-300 kkal),0.039424,48.92046990219303,43.67897706185904,15.839367389410036
dish_1559838402,222.759506,233.0,3.797,43.154999,5.249,Rendah (100-300 kkal),0.022527896995708153,15.34075946460395,77.49164069343914,9.425411456963817
dish_1566242164,79.220001,161.0,4.47,9.891001,1.513,Sangat Rendah (<100 kkal),0.00939751552795031,50.7826300077931,49.941938273896255,7.6394848821069825
dish_1550775363,402.75,166.0,30.093,28.190001,12.973,Sedang (300-600 kkal),0.07815060240963856,67.24692737430166,27.997518063314708,12.884419615145873
dish_1564686832,829.737549,392.0,39.732468,64.516342,54.179504,Tinggi (600-1000 kkal),0.13821302040816327,43.097026575568414,31.102047666882193,26.11886327926085
dish_1566502211,104.279999,237.0,4.977,10.191,7.584001,Rendah (100-300 kkal),0.03200000421940928,42.95454586646093,39.09090946577397,29.09091320570496
dish_1551314967,142.099991,139.0,7.113,15.960001,7.775,Rendah (100-300 kkal),0.05593525179856115,45.05067139659426,44.92611403472925,21.885997163785888
dish_1561753238,298.034393,333.0,13.71139,14.026631,28.881098,Rendah (100-300 kkal),0.08673002402402402,41.4054595370139,18.82551991239481,38.7621008559237
dish_1566938026,450.576294,219.0,17.546904,37.536308,33.509502,Sedang (300-600 kkal),0.15301142465753423,35.04892248059549,33.32293198718528,29.748126962045628
dish_1562617703,179.630005,110.0,6.49,26.950001,4.51,Rendah (100-300 kkal),0.040999999999999995,32.516839266357536,60.012247953787,10.042865611455056
dish_1551125357,23.120001,68.0,0.476,4.624,0.476,Sangat Rendah (<100 kkal),0.006999999999999999,18.529410963260773,79.99999653979253,8.235293761449231
dish_1559751801,451.635986,343.0,22.040001,32.778,29.228001,Sedang (300-600 kkal),0.08521283090379009,43.920328571868936,29.030459056466768,25.886334929918537
dish_1564000490,532.706482,325.0,19.150002,49.639648,39.909866,Sedang (300-600 kkal),0.1227995876923077,32.353655122221696,37.27354532171808,29.96762183194159
dish_1551389684,6.732,33.0,0.033,1.287,0.726,Sangat Rendah (<100 kkal),0.022,4.411764705882353,76.47058823529412,43.13725490196078
dish_1564000459,485.186493,217.0,16.882004,44.995647,36.453865,Sedang (300-600 kkal),0.16799016129032257,31.315388658191683,37.09554791748912,30.053487082543334
dish_1558457530,16.0,64.0,0.192,3.2,1.152,Sangat Rendah (<100 kkal),0.018,10.8,80.0,28.799999999999997
dish_1551563213,137.089996,137.0,6.757,11.004,9.523,Rendah (100-300 kkal),0.06951094890510949,44.35991084280138,32.10737565416516,27.78612671343283
dish_1558723449,74.360001,143.0,0.286,20.02,0.429,Sangat Rendah (<100 kkal),0.003,3.46153841498738,107.69230624405184,2.3076922766582535
dish_1567628157,373.190979,355.0,36.018696,25.867041,37.479683,Sedang (300-600 kkal),0.10557657183098591,86.86390675054338,27.72525860010137,40.17212109513505
dish_1566502505,454.517365,275.0,22.45969,33.146801,31.874937,Sedang (300-600 kkal),0.11590886181818182,44.47293449393292,29.17098755951822,28.051678069549663
dish_1565728415,194.42775,80.0,8.405299,16.724396,12.005533,Rendah (100-300 kkal),0.1500691625,38.907867318322616,34.40742589470896,24.699217061350552
dish_1550775318,333.850006,55.0,29.700001,11.549999,11.0,Sedang (300-600 kkal),0.2,80.06589911518527,13.838548800265709,13.179571427055778
dish_1565383026,171.559998,287.0,14.031,12.198999,3.695,Rendah (100-300 kkal),0.012874564459930312,73.60631934724084,28.442525395692762,8.615061886396152
dish_1558642089,39.360001,96.0,0.192,9.6,0.864,Sangat Rendah (<100 kkal),0.009,4.390243790898278,97.56097313107284,8.780487581796557
dish_1566849923,127.970001,240.0,7.515,16.214001,2.093,Rendah (100-300 kkal),0.008720833333333334,52.85223057863381,50.68063100194865,6.542158267233271
dish_1550863247,17.16,33.0,0.066,4.62,0.099,Sangat Rendah (<100 kkal),0.003,3.4615384615384617,107.6923076923077,2.307692307692308
dish_1550772027,66.300003,142.0,0.564,15.336,1.476,Sangat Rendah (<100 kkal),0.010394366197183098,7.656108250854829,92.52488269118177,8.904976972625475
dish_1550797833,292.003998,168.0,17.58,19.098,14.083,Rendah (100-300 kkal),0.08382738095238096,54.184189628800894,26.16128564102742,19.291516686699612
dish_1562959732,374.663696,232.0,14.678156,31.110981,28.858997,Sedang (300-600 kkal),0.12439222844827585,35.2591952223735,33.21483381725888,30.810561373419
dish_1560368972,196.840424,107.0,8.696033,13.621221,14.67344,Rendah (100-300 kkal),0.13713495327102804,39.76027657814839,27.67972294146247,29.817940241786918
dish_1566502537,517.644226,315.0,24.27223,34.292435,41.827816,Sedang (300-600 kkal),0.13278671746031745,42.20081264849267,26.498844787655372,32.32167106216307
dish_1561576590,29.231468,101.0,1.295191,3.387423,0.896671,Sangat Rendah (<100 kkal),0.008877930693069308,39.877295933273004,46.35310139059728,12.269941420663512
dish_1558723866,14.75,59.0,0.177,2.95,1.062,Sangat Rendah (<100 kkal),0.018000000000000002,10.8,80.0,28.800000000000004
dish_1564778030,504.417786,283.0,31.904985,23.514265,30.773952,Sedang (300-600 kkal),0.10874187985865724,56.925999235086444,18.646658109712256,24.403542344559597
dish_1551222759,14.8,37.0,0.074,3.33,0.74,Sangat Rendah (<100 kkal),0.02,4.499999999999999,90.0,20.0
dish_1551380950,84.419998,21.0,6.93,0.273,5.25,Sangat Rendah (<100 kkal),0.25,73.88059876523569,1.2935323689536216,24.87562247987734
dish_1561392512,42.75,75.0,0.225,10.5,0.525,Sangat Rendah (<100 kkal),0.007,4.7368421052631575,98.24561403508771,4.912280701754386
dish_1564675118,177.188782,238.0,4.080829,34.125175,2.032732,Rendah (100-300 kkal),0.008540890756302521,20.727870345652015,77.03687471591739,4.588850325750307
dish_1566838407,358.947601,558.0,9.825659,62.420345,9.731463,Sedang (300-600 kkal),0.017439897849462364,24.636167160231278,69.55928366825887,10.844438545223763
dish_1559319860,70.330002,13.0,5.46,0.182,4.81,Sangat Rendah (<100 kkal),0.37,69.87060799457961,1.0351201184382164,27.35674598729572
dish_1559242568,116.116005,203.0,0.203,30.855999,0.812,Rendah (100-300 kkal),0.004,1.5734265056742178,106.2936982718274,2.797202676754165
dish_1563824339,85.339996,175.0,4.087,12.075,2.098,Sangat Rendah (<100 kkal),0.011988571428571428,43.10171282407841,56.59714350115507,9.833607210387026
dish_1551306452,98.0,70.0,0.42,16.799999,6.3,Sangat Rendah (<100 kkal),0.09,3.8571428571428568,68.57142448979592,25.71428571428571
dish_1567021831,252.435623,228.0,27.216339,8.228521,22.713125,Rendah (100-300 kkal),0.09961896929824562,97.03347256975692,13.038605094178804,35.990364165044966
dish_1559846099,206.938995,114.0,14.642001,15.712999,7.688,Rendah (100-300 kkal),0.06743859649122806,63.679640949256566,30.372234097300026,14.860418163333595
dish_1562873155,41.33675,79.0,2.052025,5.39175,1.38645,Sangat Rendah (<100 kkal),0.01755,44.67749641662685,52.17391304347826,13.41614906832298
dish_1562094621,10.54,34.0,0.034,2.38,0.612,Sangat Rendah (<100 kkal),0.018,2.903225806451614,90.3225806451613,23.225806451612904
dish_1563900150,202.2966,154.0,12.745122,10.284879,10.978048,Rendah (100-300 kkal),0.07128602597402597,56.70194061590753,20.336236990636518,21.70683639764583
dish_1551390979,55.510002,91.0,0.455,13.650001,1.001,Sangat Rendah (<100 kkal),0.011,7.377048914536158,98.36065939972404,7.213114494213133
dish_1562086702,178.529999,33.0,13.86,0.462,12.21,Rendah (100-300 kkal),0.37000000000000005,69.87061037288193,1.035120153672325,27.356746918482873
dish_1564429894,498.769836,566.0,11.819027,73.531738,25.254065,Sedang (300-600 kkal),0.04461848939929329,21.326719324702708,58.97047711602191,20.253081222818775
dish_1561662458,124.815498,119.0,4.855837,21.055183,3.202388,Rendah (100-300 kkal),0.026910823529411765,35.01370719203476,67.47618152354765,10.262789641715807
dish_1558720364,73.839996,142.0,0.284,19.879999,0.426,Sangat Rendah (<100 kkal),0.003,3.4615386490540976,107.69230810900912,2.307692432702732
dish_1559845290,66.220001,86.0,0.086,14.62,1.72,Sangat Rendah (<100 kkal),0.02,1.1688311511804417,88.31168697807782,10.389610232715038
dish_1550707156,645.002014,335.0,43.278999,26.605999,35.140999,Tinggi (600-1000 kkal),0.10489850447761194,60.38911236639952,16.49979282080195,21.792799549304974
dish_1559844506,98.959999,180.0,0.459,25.1,1.312,Sangat Rendah (<100 kkal),0.007288888888888889,4.1744139467907635,101.45513441244074,5.303152842594512
dish_1560360055,362.734009,180.0,27.786999,4.154,22.556999,Sedang (300-600 kkal),0.12531666111111112,68.94390511919163,4.580767060085617,24.874424167930723
dish_1551488861,217.098007,63.0,17.198999,2.646,12.159,Rendah (100-300 kkal),0.193,71.30005159374863,4.875217486450716,22.402785116309246
dish_1567106825,220.200867,104.0,16.905151,3.357732,13.460875,Rendah (100-300 kkal),0.12943149038461538,69.0943505685652,6.099398327982061,24.451992734433695
dish_1562099053,98.382996,37.0,3.478,12.395,4.144,Sangat Rendah (<100 kkal),0.112,31.81647365160541,50.3948873441504,16.84843994789506
dish_1560453380,411.388397,480.0,15.234276,25.491495,41.922752,Sedang (300-600 kkal),0.08733906666666667,33.32823312466929,24.785818157141655,40.7622113853639
dish_1566849327,551.702026,362.0,31.255999,14.87,55.122002,Sedang (300-600 kkal),0.1522707237569061,50.98839187514602,10.781182086868029,39.96505316440509
dish_1560527191,663.989319,318.0,45.395912,28.933577,34.38044,Tinggi (600-1000 kkal),0.10811459119496855,61.531593402031824,17.4301460412498,20.71144159474047
dish_1563898786,420.928467,344.0,31.47023,11.427504,23.636036,Sedang (300-600 kkal),0.06870940697674419,67.28745908268542,10.8593311176552,22.460857701980988
dish_1551381829,2.652,13.0,0.013,0.507,0.286,Sangat Rendah (<100 kkal),0.022,4.411764705882352,76.47058823529412,43.13725490196078
dish_1551376692,41.279999,43.0,0.645,9.03,1.462,Sangat Rendah (<100 kkal),0.034,14.062500340661346,87.5000021196706,14.16666700985143
dish_1551565752,122.25,131.0,2.79,13.64,10.773,Rendah (100-300 kkal),0.08223664122137404,20.539877300613497,44.62985685071575,35.249079754601226
dish_1560973958,145.313232,121.0,6.214187,20.729744,4.312272,Rendah (100-300 kkal),0.03563861157024793,38.48767399241385,57.062233671879234,11.87028033345236
dish_1558546663,330.734009,197.0,22.108002,30.264,10.601,Sedang (300-600 kkal),0.05381218274111676,60.16073720437984,36.602223147846885,12.821179209302302
dish_1550861432,26.789999,47.0,0.141,6.58,0.329,Sangat Rendah (<100 kkal),0.007,4.736842282076979,98.24561770233736,4.912280885116868
dish_1551393210,484.329987,190.0,34.821003,31.131001,18.821001,Sedang (300-600 kkal),0.09905789999999999,64.70568319363632,25.710570755966838,15.543948551754653
dish_1563206582,229.248688,320.0,4.417208,16.967773,26.033964,Rendah (100-300 kkal),0.08135613750000001,17.34137383591046,29.605880230817288,45.42484273672267
dish_1565207815,40.848213,80.0,1.023567,7.094023,2.678475,Sangat Rendah (<100 kkal),0.0334809375,22.55203428360501,69.46715637229957,26.228564759981055
dish_1551236712,32.43,69.0,0.069,8.28,0.621,Sangat Rendah (<100 kkal),0.009,1.9148936170212765,102.12765957446808,7.659574468085106
dish_1568305257,837.147766,420.0,65.496887,9.31325,52.072983,Tinggi (600-1000 kkal),0.12398329285714287,70.41432909945793,4.449990970889122,24.88114290685451
dish_1550712024,29.92,88.0,0.616,5.984,0.616,Sangat Rendah (<100 kkal),0.007,18.52941176470588,80.0,8.235294117647058
dish_1551139367,77.75,105.0,1.863,9.42,6.735,Sangat Rendah (<100 kkal),0.06414285714285714,21.565273311897105,48.463022508038584,34.649517684887456
dish_1568314823,144.0,90.0,13.500001,8.1,1.8,Rendah (100-300 kkal),0.02,84.37500625,22.499999999999996,5.0
