dish_id,ingr_id,ingr_name,grams,calories,fat,carb,protein,ingredient_count,ingr_cal_pct_of_dish,complexity_category
dish_1561662054,ingr_0000000508,soy sauce,4.811456,2.55007168,0.028868736,0.235761344,0.389727936,17,0.6079723166848219,Sangat Kompleks (>10 bahan)
dish_1561662054,ingr_0000000513,millet,12.045051,14.33361069,0.12045051,2.854677087,0.421576785,17,3.417330801327761,Sangat Kompleks (>10 bahan)
dish_1561662054,ingr_0000000520,lemon juice,3.011263,0.51191471,0.0,0.168630728,0.012045052,17,0.12204753875143572,Sangat Kompleks (>10 bahan)
dish_1561662054,ingr_0000000525,bok choy,12.02864,1.5637232,0.02405728,0.26463008,0.1804296,17,0.37281321306144743,Sangat Kompleks (>10 bahan)
dish_1561662054,ingr_0000000161,olive oil,11.442798,101.15433432,11.442798,0.0,0.0,17,24.11659070667433,Sangat Kompleks (>10 bahan)
dish_1561662054,ingr_0000000094,onions,6.022525,2.40901,0.006022525,0.54202725,0.066247775,17,0.5743412634647599,Sangat Kompleks (>10 bahan)
dish_1561662054,ingr_0000000189,vinegar,3.011263,0.0,0.0,0.0,0.0,17,0.0,Sangat Kompleks (>10 bahan)
dish_1561662054,ingr_0000000043,green beans,39.0,12.09,0.039,2.73,0.702,17,2.882423018289234,Sangat Kompleks (>10 bahan)
dish_1561662054,ingr_0000000462,pork,84.200478,200.39713764,11.78806692,0.0,21.89212428,17,47.777446015948044,Sangat Kompleks (>10 bahan)
dish_1561662054,ingr_0000000054,apple,15.056313,7.82928276,0.030112626,2.10788382,0.045168939,17,1.8666091682480617,Sangat Kompleks (>10 bahan)
dish_1561662054,ingr_0000000328,sugar,9.02148,35.0033424,0.0,9.02148,0.0,17,8.34528038468317,Sangat Kompleks (>10 bahan)
dish_1561662054,ingr_0000000291,salt,0.97784,0.0,0.0,0.0,0.0,17,0.0,Sangat Kompleks (>10 bahan)
dish_1561662054,ingr_0000000524,parsley,0.752816,0.279294736,0.006022528,0.048180224,0.021831664,17,0.06658772340226755,Sangat Kompleks (>10 bahan)
dish_1562008979,ingr_0000000448,jalapenos,0.192961,0.05595869,0.000771844,0.012542465,0.001736649,13,0.01461304123920279,Sangat Kompleks (>10 bahan)
dish_1562008979,ingr_0000000520,lemon juice,1.543689,0.26242713,0.0,0.086446584,0.006174756,13,0.0685301688258898,Sangat Kompleks (>10 bahan)
dish_1562008979,ingr_0000000462,pork,115.776695,275.5485341,16.2087373,0.0,30.1019407,13,71.95668969743888,Sangat Kompleks (>10 bahan)
dish_1562008979,ingr_0000000514,wheat berry,15.436893,14.04757263,0.077184465,2.948446563,0.648349506,13,3.6683803382975255,Sangat Kompleks (>10 bahan)
dish_1562008979,ingr_0000000152,cabbage,15.436893,3.24174753,0.077184465,0.493980576,0.200679609,13,0.8465493088378906,Sangat Kompleks (>10 bahan)
dish_1562008979,ingr_0000000312,pepper,0.385922,0.1543688,0.000771844,0.035890746,0.00771844,13,0.04031183790124908,Sangat Kompleks (>10 bahan)
dish_1562008979,ingr_0000000291,salt,0.192961,0.0,0.0,0.0,0.0,13,0.0,Sangat Kompleks (>10 bahan)
dish_1562008979,ingr_0000000045,carrot,3.859223,1.58228143,0.007718446,0.3859223,0.034733007,13,0.4131966596897598,Sangat Kompleks (>10 bahan)
dish_1562008979,ingr_0000000122,garlic,1.543689,2.30009661,0.007718445,0.50941737,0.098796096,13,0.6006467738269166,Sangat Kompleks (>10 bahan)
dish_1562008979,ingr_0000000006,caesar salad,131.0,57.64,2.751,5.633,4.192,13,15.052098200076678,Sangat Kompleks (>10 bahan)
dish_1562008979,ingr_0000000161,olive oil,0.771845,6.8231098,0.771845,0.0,0.0,13,1.7817855437110608,Sangat Kompleks (>10 bahan)
dish_1562008979,ingr_0000000524,parsley,0.771845,0.286354495,0.00617476,0.04939808,0.022383505,13,0.07477855618968365,Sangat Kompleks (>10 bahan)
dish_1562008979,ingr_0000000116,mayonnaise,3.087379,20.9941772,2.31553425,0.018524274,0.03087379,13,5.48241528182184,Sangat Kompleks (>10 bahan)
dish_1560455030,ingr_0000000471,cherry tomatoes,55.0,9.9,0.11,2.145,0.495,3,48.081593006313746,Sederhana (2-3 bahan)
dish_1560455030,ingr_0000000031,cucumbers,29.0,2.9,0.0,0.58,0.29,3,14.084507042253522,Sederhana (2-3 bahan)
dish_1560455030,ingr_0000000347,baby carrots,19.0,7.79,0.038,1.9,0.171,3,37.833899951432734,Sederhana (2-3 bahan)
dish_1558372433,ingr_0000000453,deprecated,143.0,74.36,0.286,0.429,20.02,1,99.99999865519098,Sangat Sederhana (1 bahan)
dish_1563379132,ingr_0000000372,chilaquiles,119.0,232.05,14.28,14.28,10.591,1,99.9999987071752,Sangat Sederhana (1 bahan)
dish_1565640549,ingr_0000000032,tomatoes,10.700637,3.63821658,0.074904459,0.727643316,0.074904459,14,7.99908611813982,Sangat Kompleks (>10 bahan)
dish_1565640549,ingr_0000000523,cilantro,1.070064,0.243974592,0.00535032,0.039592368,0.023541408,14,0.5364094547790849,Sangat Kompleks (>10 bahan)
dish_1565640549,ingr_0000000161,olive oil,1.070064,9.45936576,1.070064,0.0,0.0,14,20.79762973792592,Sangat Kompleks (>10 bahan)
dish_1565640549,ingr_0000000526,mustard greens,21.401274,5.77834398,0.085605096,1.005859878,0.620636946,14,12.704430893516186,Sangat Kompleks (>10 bahan)
dish_1565640549,ingr_0000000520,lemon juice,1.605096,0.27286632,0.0,0.089885376,0.006420384,14,0.5999316270555554,Sangat Kompleks (>10 bahan)
dish_1565640549,ingr_0000000094,onions,2.140127,0.8560508,0.002140127,0.19261143,0.023541397,14,1.88213755837001,Sangat Kompleks (>10 bahan)
dish_1565640549,ingr_0000000031,cucumbers,10.700637,1.0700637,0.0,0.21401274,0.10700637,14,2.3526723876881825,Sangat Kompleks (>10 bahan)
dish_1565640549,ingr_0000000291,salt,0.133758,0.0,0.0,0.0,0.0,14,0.0,Sangat Kompleks (>10 bahan)
dish_1565640549,ingr_0000000515,arugula,32.10191,8.0254775,0.22471337,1.18777067,0.83464966,14,17.64504235800428,Sangat Kompleks (>10 bahan)
dish_1565640549,ingr_0000000448,jalapenos,1.070064,0.31031856,0.004280256,0.06955416,0.009630576,14,0.6822751837102394,Sangat Kompleks (>10 bahan)
dish_1565640549,ingr_0000000014,asparagus,34.0,6.936,0.034,1.326,0.748,14,15.249686239244667,Sangat Kompleks (>10 bahan)
dish_1565640549,ingr_0000000367,lime,1.605096,0.4815288,0.003210192,0.16853508,0.011235672,14,1.0587028712745095,Sangat Kompleks (>10 bahan)
dish_1565640549,ingr_0000000349,mangos,10.700637,6.484586022,0.042802548,1.60509555,0.085605096,14,14.257194669390385,Sangat Kompleks (>10 bahan)
dish_1565640549,ingr_0000000471,cherry tomatoes,10.700637,1.92611466,0.021401274,0.417324843,0.096305733,14,4.234810297838728,Sangat Kompleks (>10 bahan)
dish_1563207364,ingr_0000000008,scrambled eggs,68.0,100.64,7.48,1.088,6.8,6,32.54114643500052,Menengah (4-6 bahan)
dish_1563207364,ingr_0000000192,yam,50.0,62.05,0.1,14.7,0.8,6,20.063375758066197,Menengah (4-6 bahan)
dish_1563207364,ingr_0000000440,grapes,30.0,20.7,0.06,5.4,0.21,6,6.693180953939892,Menengah (4-6 bahan)
dish_1563207364,ingr_0000000128,egg whites,67.0,34.84,0.134,0.469,6.7,6,11.265237895423471,Menengah (4-6 bahan)
dish_1563207364,ingr_0000000161,olive oil,6.0,53.04,6.0,0.0,0.0,6,17.15006366168946,Menengah (4-6 bahan)
dish_1563207364,ingr_0000000437,sweet potato,50.0,38.0,0.0,9.0,0.5,6,12.28699885264328,Menengah (4-6 bahan)
dish_1561575474,ingr_0000000291,salt,0.578431,0.0,0.0,0.0,0.0,5,0.0,Menengah (4-6 bahan)
dish_1561575474,ingr_0000000335,eggplant,57.843136,14.345097728,0.115686272,3.412745024,0.57843136,5,11.948429818766417,Menengah (4-6 bahan)
dish_1561575474,ingr_0000000433,roasted potatoes,60.0,84.6,4.08,10.8,1.26,5,70.46568673384495,Menengah (4-6 bahan)
dish_1561575474,ingr_0000000007,cauliflower,64.0,16.0,0.192,3.2,1.152,5,13.326843826731904,Menengah (4-6 bahan)
dish_1561575474,ingr_0000000161,olive oil,0.578431,5.11333004,0.578431,0.0,0.0,5,4.2590344298510505,Menengah (4-6 bahan)
dish_1550795690,ingr_0000000054,apple,131.0,68.12,0.262,18.34,0.393,1,100.0000073399888,Sangat Sederhana (1 bahan)
dish_1563216717,ingr_0000000122,garlic,0.895277,1.33396273,0.004476385,0.29544141,0.057297728,12,0.542243647234946,Sangat Kompleks (>10 bahan)
dish_1563216717,ingr_0000000021,squash,63.131935,12.942046675,0.189395805,2.14648579,0.568187415,12,5.260823585181353,Sangat Kompleks (>10 bahan)
dish_1563216717,ingr_0000000471,cherry tomatoes,4.476386,0.80574948,0.008952772,0.174579054,0.040287474,12,0.32752979297469664,Sangat Kompleks (>10 bahan)
dish_1563216717,ingr_0000000244,chicken breast,89.527718,147.899790136,3.222997848,0.0,27.843120298,12,60.11991176742077,Sangat Kompleks (>10 bahan)
dish_1563216717,ingr_0000000036,spinach (raw),2.238193,0.51478439,0.008952772,0.080574948,0.064907597,12,0.20925514551161173,Sangat Kompleks (>10 bahan)
dish_1563216717,ingr_0000000148,parmesan cheese,2.238193,9.639897251,0.640123198,0.094004106,0.859466112,12,3.918530050950052,Sangat Kompleks (>10 bahan)
dish_1563216717,ingr_0000000514,wheat berry,8.952772,8.14702252,0.04476386,1.709979452,0.376016424,12,3.3116901289663776,Sangat Kompleks (>10 bahan)
dish_1563216717,ingr_0000000161,olive oil,0.967048,8.54870432,0.967048,0.0,0.0,12,3.4749701062562215,Sangat Kompleks (>10 bahan)
dish_1563216717,ingr_0000000518,thyme,0.223819,0.22605719,0.003804923,0.05371656,0.01342914,12,0.09189017986228383,Sangat Kompleks (>10 bahan)
dish_1563216717,ingr_0000000112,honeydew melons,30.0,10.8,0.03,2.7,0.15,12,4.39010120630388,Sangat Kompleks (>10 bahan)
dish_1563216717,ingr_0000000291,salt,0.348654,0.0,0.0,0.0,0.0,12,0.0,Sangat Kompleks (>10 bahan)
dish_1563216717,ingr_0000000027,broccoli,129.0,45.15,0.516,9.03,3.096,12,18.35306198746483,Sangat Kompleks (>10 bahan)
dish_1565972591,ingr_0000000510,chicken apple sausage,122.0,195.2,12.2,3.66,17.08,1,100.00000153688526,Sangat Sederhana (1 bahan)
dish_1568649312,ingr_0000000013,berries,78.0,44.46,0.234,10.92,0.546,1,100.00000224921281,Sangat Sederhana (1 bahan)
dish_1550876012,ingr_0000000028,chicken,120.0,198.0,4.32,0.0,37.2,3,78.10034588039846,Sederhana (2-3 bahan)
dish_1550876012,ingr_0000000037,cantaloupe,41.0,13.94,0.082,3.28,0.328,3,5.498579906933103,Sederhana (2-3 bahan)
dish_1550876012,ingr_0000000005,potatoes,54.0,41.58,0.054,9.18,1.08,3,16.401072634883676,Sederhana (2-3 bahan)
dish_1551565034,ingr_0000000045,carrot,19.0,7.79,0.038,1.9,0.171,1,100.0,Sangat Sederhana (1 bahan)
dish_1550860747,ingr_0000000038,pineapple,79.0,39.5,0.079,10.27,0.395,1,100.0,Sangat Sederhana (1 bahan)
dish_1566245398,ingr_0000000161,olive oil,0.140073,1.23824532,0.140073,0.0,0.0,8,0.24454076647437284,Kompleks (7-10 bahan)
dish_1566245398,ingr_0000000367,lime,1.120585,0.3361755,0.00224117,0.117661425,0.007844095,8,0.06639121756576113,Kompleks (7-10 bahan)
dish_1566245398,ingr_0000000291,salt,0.560292,0.0,0.0,0.0,0.0,8,0.0,Kompleks (7-10 bahan)
dish_1566245398,ingr_0000000122,garlic,1.120585,1.66967165,0.005602925,0.36979305,0.07171744,8,0.3297430472432803,Kompleks (7-10 bahan)
dish_1566245398,ingr_0000000007,cauliflower,11.205847,2.80146175,0.033617541,0.56029235,0.201705246,8,0.5532599982640256,Kompleks (7-10 bahan)
dish_1566245398,ingr_0000000010,steak,84.043846,227.75882266,15.96833074,0.0,21.0109615,8,44.980034380083225,Kompleks (7-10 bahan)
dish_1566245398,ingr_0000000316,roast chicken,115.0,257.255,14.95,0.0,27.025,8,50.805227254454536,Kompleks (7-10 bahan)
dish_1566245398,ingr_0000000514,wheat berry,16.808769,15.29597979,0.084043845,3.210474879,0.705968298,8,3.020799320948062,Kompleks (7-10 bahan)
dish_1563381680,ingr_0000000004,bacon,6.0,32.46,2.52,0.084,2.22,1,100.00000308071482,Sangat Sederhana (1 bahan)
dish_1562183096,ingr_0000000312,pepper,0.015072,0.0060288,3.0144e-05,0.001401696,0.00030144,10,0.0146369247308382,Kompleks (7-10 bahan)
dish_1562183096,ingr_0000000517,chard,2.411454,0.45817626,0.004822908,0.089223798,0.043406172,10,1.112375834507191,Kompleks (7-10 bahan)
dish_1562183096,ingr_0000000201,blueberries,0.964582,0.551740904,0.002893746,0.138899808,0.006752074,10,1.3395352446212554,Kompleks (7-10 bahan)
dish_1562183096,ingr_0000000046,mushroom,75.0,16.5,0.225,2.475,2.325,10,40.0592585686754,Kompleks (7-10 bahan)
dish_1562183096,ingr_0000000189,vinegar,0.452148,0.0,0.0,0.0,0.0,10,0.0,Kompleks (7-10 bahan)
dish_1562183096,ingr_0000000515,arugula,13.504145,3.37603625,0.094529015,0.499653365,0.35110777,10,8.19645509551341,Kompleks (7-10 bahan)
dish_1562183096,ingr_0000000126,mustard,0.150716,0.092388908,0.004973628,0.00904296,0.005576492,10,0.22430491845148873,Kompleks (7-10 bahan)
dish_1562183096,ingr_0000000161,olive oil,1.929163,17.05380092,1.929163,0.0,0.0,10,41.40379518987846,Kompleks (7-10 bahan)
dish_1562183096,ingr_0000000124,walnuts,0.482291,3.150807103,0.309630822,0.067038449,0.072825941,10,7.649636147824006,Kompleks (7-10 bahan)
dish_1562183096,ingr_0000000291,salt,0.09043,0.0,0.0,0.0,0.0,10,0.0,Kompleks (7-10 bahan)
dish_1563476551,ingr_0000000133,shallots,6.266546,1.2533092,0.012533092,0.206796018,0.09399819,26,0.11226434762921657,Sangat Kompleks (>10 bahan)
dish_1563476551,ingr_0000000332,salmon,208.884857,371.81504546,16.71078856,0.0,50.13236568,26,33.30508825539174,Sangat Kompleks (>10 bahan)
dish_1563476551,ingr_0000000046,mushroom,11.441095,2.5170409,0.034323285,0.377556135,0.354673945,26,0.225462283843888,Sangat Kompleks (>10 bahan)
dish_1563476551,ingr_0000000540,ginger,1.044424,0.8355392,0.008355392,0.18799632,0.018799632,26,0.07484287453298637,Sangat Kompleks (>10 bahan)
dish_1563476551,ingr_0000000021,squash,69.333336,14.21333388,0.208000008,2.357333424,0.624000024,26,1.2731500380548086,Sangat Kompleks (>10 bahan)
dish_1563476551,ingr_0000000257,brownies,51.0,237.711,14.688,25.398,3.162,26,21.29280654709046,Sangat Kompleks (>10 bahan)
dish_1563476551,ingr_0000000520,lemon juice,2.088849,0.35510433,0.0,0.116975544,0.008355396,26,0.03180823690415745,Sangat Kompleks (>10 bahan)
dish_1563476551,ingr_0000000434,sour cream,3.050959,6.04089882,0.57968221,0.140344114,0.073223016,26,0.5411095403443972,Sangat Kompleks (>10 bahan)
dish_1563476551,ingr_0000000367,lime,0.261106,0.0783318,0.000522212,0.02741613,0.001827742,26,0.007016519487467471,Sangat Kompleks (>10 bahan)
dish_1563476551,ingr_0000000122,garlic,7.792025,11.61011725,0.038960125,2.57136825,0.4986896,26,1.0399686198505238,Sangat Kompleks (>10 bahan)
dish_1563476551,ingr_0000000011,cheese pizza,29.0,77.111,2.726,9.715,3.248,26,6.907167130055791,Sangat Kompleks (>10 bahan)
dish_1563476551,ingr_0000000092,wine,1.525479,1.29665715,0.0,0.039662454,0.001525479,26,0.1161472117523028,Sangat Kompleks (>10 bahan)
dish_1563476551,ingr_0000000341,cream,3.050959,10.260375117,1.116650994,0.082375893,0.085426852,26,0.9190663556455597,Sangat Kompleks (>10 bahan)
dish_1563476551,ingr_0000000023,brown rice,41.77697,46.3724367,0.37599273,9.6087031,1.08620122,26,4.153780530855946,Sangat Kompleks (>10 bahan)
dish_1563476551,ingr_0000000448,jalapenos,2.088849,0.60576621,0.008355396,0.135775185,0.018799641,26,0.054261110012974456,Sangat Kompleks (>10 bahan)
dish_1563476551,ingr_0000000036,spinach (raw),18.07164,4.1564772,0.07228656,0.65057904,0.52407756,26,0.37231371260476886,Sangat Kompleks (>10 bahan)
dish_1563476551,ingr_0000000025,beef,76.273972,190.68493,11.4410958,0.0,19.83123272,26,17.08047724310396,Sangat Kompleks (>10 bahan)
dish_1563476551,ingr_0000000074,pasta,61.01918,80.30124088,0.67121098,15.13275664,3.11197818,26,7.192930859527542,Sangat Kompleks (>10 bahan)
dish_1563476551,ingr_0000000518,thyme,0.190685,0.19259185,0.003241645,0.0457644,0.0114411,26,0.017251288348441023,Sangat Kompleks (>10 bahan)
dish_1563476551,ingr_0000000161,olive oil,2.138691,18.90602844,2.138691,0.0,0.0,26,1.6934950681571759,Sangat Kompleks (>10 bahan)
dish_1563476551,ingr_0000000027,broccoli,69.333336,24.2666676,0.277333344,4.85333352,1.664000064,26,2.1736707966789415,Sangat Kompleks (>10 bahan)
dish_1563476551,ingr_0000000094,onions,11.805095,4.722038,0.011805095,1.06245855,0.129856045,26,0.4229734494491628,Sangat Kompleks (>10 bahan)
dish_1563476551,ingr_0000000485,zucchini,69.333336,10.4000004,0.277333344,1.872000072,0.762666696,26,0.9315731985766893,Sangat Kompleks (>10 bahan)
dish_1563476551,ingr_0000000291,salt,0.617555,0.0,0.0,0.0,0.0,26,0.0,Sangat Kompleks (>10 bahan)
dish_1563476551,ingr_0000000523,cilantro,2.088849,0.476257572,0.010444245,0.077287413,0.045954678,26,0.04266045890675234,Sangat Kompleks (>10 bahan)
dish_1563476551,ingr_0000000203,chili,0.522212,0.2088848,0.002088848,0.046476868,0.009399816,26,0.018710718633246592,Sangat Kompleks (>10 bahan)
dish_1559844951,ingr_0000000077,almonds,36.0,208.116,17.82,8.172,8.064,2,75.86171729507508,Sederhana (2-3 bahan)
dish_1559844951,ingr_0000000005,potatoes,86.0,66.22,0.086,14.62,1.72,2,24.138283069441425,Sederhana (2-3 bahan)
dish_1550778583,ingr_0000000005,potatoes,88.0,67.76,0.088,14.96,1.76,1,100.0000073789852,Sangat Sederhana (1 bahan)
dish_1562963704,ingr_0000000073,radishes,3.508434,0.56134944,0.003508434,0.119286756,0.024559038,19,0.08457168158702848,Sangat Kompleks (>10 bahan)
dish_1562963704,ingr_0000000525,bok choy,12.315036,1.60095468,0.024630072,0.270930792,0.18472554,19,0.24119633829548862,Sangat Kompleks (>10 bahan)
dish_1562963704,ingr_0000000189,vinegar,3.508434,0.0,0.0,0.0,0.0,19,0.0,Sangat Kompleks (>10 bahan)
dish_1562963704,ingr_0000000291,salt,0.615752,0.0,0.0,0.0,0.0,19,0.0,Sangat Kompleks (>10 bahan)
dish_1562963704,ingr_0000000433,roasted potatoes,103.0,145.23,7.004,18.54,2.163,19,21.880034861857432,Sangat Kompleks (>10 bahan)
dish_1562963704,ingr_0000000029,mixed greens,17.542168,4.91180704,0.070168672,0.929734904,0.385927696,19,0.7400021295181214,Sangat Kompleks (>10 bahan)
dish_1562963704,ingr_0000000508,soy sauce,5.803123,3.07565519,0.034818738,0.284353027,0.470052963,19,0.4633714988656114,Sangat Kompleks (>10 bahan)
dish_1562963704,ingr_0000000006,caesar salad,104.0,45.76,2.184,4.472,3.328,19,6.8941017370969915,Sangat Kompleks (>10 bahan)
dish_1562963704,ingr_0000000122,garlic,3.73659,5.5675191,0.01868295,1.2330747,0.23914176,19,0.838790277505041,Sangat Kompleks (>10 bahan)
dish_1562963704,ingr_0000000328,sugar,9.236277,35.83675476,0.0,9.236277,0.0,19,5.399087264922091,Sangat Kompleks (>10 bahan)
dish_1562963704,ingr_0000000312,pepper,0.307876,0.1231504,0.000615752,0.028632468,0.00615752,19,0.01855357051058106,Sangat Kompleks (>10 bahan)
dish_1562963704,ingr_0000000026,white rice,12.315036,16.0095468,0.036945108,3.44821008,0.332505972,19,2.4119633829548857,Sangat Kompleks (>10 bahan)
dish_1562963704,ingr_0000000462,pork,86.205254,205.16850452,12.06873556,0.0,22.41336604,19,30.91023914792229,Sangat Kompleks (>10 bahan)
dish_1562963704,ingr_0000000180,rice noodles,35.084335,38.24192515,0.07016867,8.77108375,0.315759015,19,5.761444987031209,Sangat Kompleks (>10 bahan)
dish_1562963704,ingr_0000000152,cabbage,17.542168,3.68385528,0.08771084,0.561349376,0.228048184,19,0.555001597138591,Sangat Kompleks (>10 bahan)
dish_1562963704,ingr_0000000380,pizza,52.0,138.32,5.044,17.16,5.72,19,20.838989341679543,Sangat Kompleks (>10 bahan)
dish_1562963704,ingr_0000000161,olive oil,1.754217,15.50727828,1.754217,0.0,0.0,19,2.336292703841662,Sangat Kompleks (>10 bahan)
dish_1562963704,ingr_0000000045,carrot,8.771084,3.59614444,0.017542168,0.8771084,0.078939756,19,0.541787273397196,Sangat Kompleks (>10 bahan)
dish_1562963704,ingr_0000000535,green onions,1.754217,0.56134944,0.003508434,0.12279519,0.031575906,19,0.08457168158702848,Sangat Kompleks (>10 bahan)
dish_1566417398,ingr_0000000126,mustard,0.40636,0.24909868,0.01340988,0.0243816,0.01503532,7,0.43784102697273214,Kompleks (7-10 bahan)
dish_1566417398,ingr_0000000189,vinegar,2.600707,0.0,0.0,0.0,0.0,7,0.0,Kompleks (7-10 bahan)
dish_1566417398,ingr_0000000029,mixed greens,32.508835,9.1024738,0.13003534,1.722968255,0.71519437,7,15.999428325290152,Kompleks (7-10 bahan)
dish_1566417398,ingr_0000000528,celery root,2.600707,1.09229694,0.007802121,0.239265044,0.039010605,7,1.9199315466817117,Kompleks (7-10 bahan)
dish_1566417398,ingr_0000000161,olive oil,5.201414,45.98049976,5.201414,0.0,0.0,7,80.81997558412539,Kompleks (7-10 bahan)
dish_1566417398,ingr_0000000291,salt,0.081272,0.0,0.0,0.0,0.0,7,0.0,Kompleks (7-10 bahan)
dish_1566417398,ingr_0000000471,cherry tomatoes,2.600707,0.46812726,0.005201414,0.101427573,0.023406363,7,0.8228278057207337,Kompleks (7-10 bahan)
dish_1561739238,ingr_0000000128,egg whites,71.0,36.92,0.142,0.497,7.1,4,13.465115332688171,Menengah (4-6 bahan)
dish_1561739238,ingr_0000000015,hash browns,43.0,140.18,9.46,13.76,1.118,4,51.12513183467573,Menengah (4-6 bahan)
dish_1561739238,ingr_0000000013,berries,61.0,34.77,0.183,8.54,0.427,4,12.680987543812778,Menengah (4-6 bahan)
dish_1561739238,ingr_0000000437,sweet potato,82.0,62.32,0.0,14.76,0.82,4,22.728764559402133,Menengah (4-6 bahan)
dish_1562611680,ingr_0000000523,cilantro,0.066242,0.015103176,0.00033121,0.002450954,0.001457324,18,0.004620276932739766,Sangat Kompleks (>10 bahan)
dish_1562611680,ingr_0000000122,garlic,0.354003,0.52746447,0.001770015,0.11682099,0.022656192,18,0.16135890382134235,Sangat Kompleks (>10 bahan)
dish_1562611680,ingr_0000000161,olive oil,7.088608,62.66329472,7.088608,0.0,0.0,18,19.169595529065518,Sangat Kompleks (>10 bahan)
dish_1562611680,ingr_0000000392,pepperoni pizza,50.0,141.0,6.0,16.0,6.0,18,43.1339108751899,Sangat Kompleks (>10 bahan)
dish_1562611680,ingr_0000000520,lemon juice,0.132484,0.02252228,0.0,0.007419104,0.000529936,18,0.006889886654085616,Sangat Kompleks (>10 bahan)
dish_1562611680,ingr_0000000094,onions,1.589809,0.6359236,0.001589809,0.14308281,0.017487899,18,0.19453809848106318,Sangat Kompleks (>10 bahan)
dish_1562611680,ingr_0000000189,vinegar,3.676788,0.0,0.0,0.0,0.0,18,0.0,Sangat Kompleks (>10 bahan)
dish_1562611680,ingr_0000000201,blueberries,7.088608,4.054683776,0.021265824,1.020759552,0.049620256,18,1.2403855930571803,Sangat Kompleks (>10 bahan)
dish_1562611680,ingr_0000000291,salt,0.25464,0.0,0.0,0.0,0.0,18,0.0,Sangat Kompleks (>10 bahan)
